Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cari data karyawan,Chrome 131.0.0.0,,,08-12-2024 14:46:53,08-12-2024 14:57:59,11m - 5.278s,PASSED
,,,,,,,
Test Cases/TC - CK 005/TC 001 Cari default list karyawan Username dan Employee id kosong,Chrome 131.0.0.0,,,08-12-2024 14:46:55,08-12-2024 14:47:39,44.675s,PASSED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,08-12-2024 14:46:56,08-12-2024 14:47:30,34.860s,PASSED
"click(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,08-12-2024 14:47:30,08-12-2024 14:47:31,0.531s,PASSED
"click(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,08-12-2024 14:47:31,08-12-2024 14:47:32,0.488s,PASSED
"click(findTestObject(""Search Employee/buttonSearch""))",Chrome 131.0.0.0,,,08-12-2024 14:47:32,08-12-2024 14:47:32,0.557s,PASSED
"focus(findTestObject(""Search Employee/tableEmployee""))",Chrome 131.0.0.0,,,08-12-2024 14:47:32,08-12-2024 14:47:33,1.285s,PASSED
"waitForElementPresent(findTestObject(""Search Employee/tableEmployee""), 3)",Chrome 131.0.0.0,,,08-12-2024 14:47:33,08-12-2024 14:47:34,0.350s,PASSED
delay(5),Chrome 131.0.0.0,,,08-12-2024 14:47:34,08-12-2024 14:47:39,5.073s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,08-12-2024 14:47:39,08-12-2024 14:47:39,0.604s,PASSED
,,,,,,,
Test Cases/TC - CK 005/TC 002 Cari nama karyawan terdaftar Username valid,Chrome 131.0.0.0,,,08-12-2024 14:47:39,08-12-2024 14:48:14,34.554s,PASSED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,08-12-2024 14:47:40,08-12-2024 14:48:03,23.317s,PASSED
"click(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,08-12-2024 14:48:03,08-12-2024 14:48:04,0.899s,PASSED
"setText(findTestObject(""Search Employee/inputUsername""), ""rafki mustafa"")",Chrome 131.0.0.0,,,08-12-2024 14:48:04,08-12-2024 14:48:05,1.183s,PASSED
"click(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,08-12-2024 14:48:05,08-12-2024 14:48:06,0.595s,PASSED
"click(findTestObject(""Search Employee/buttonSearch""))",Chrome 131.0.0.0,,,08-12-2024 14:48:06,08-12-2024 14:48:06,0.583s,PASSED
"focus(findTestObject(""Search Employee/tableEmployee""))",Chrome 131.0.0.0,,,08-12-2024 14:48:06,08-12-2024 14:48:08,1.161s,PASSED
"verifyElementPresent(findTestObject(""Search Employee/tableEmployee""), 3)",Chrome 131.0.0.0,,,08-12-2024 14:48:08,08-12-2024 14:48:08,0.337s,PASSED
"getText(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,08-12-2024 14:48:08,08-12-2024 14:48:08,0.389s,PASSED
"verifyMatch(""rafki mustafa"", ""rafki mustafa"", false)",Chrome 131.0.0.0,,,08-12-2024 14:48:08,08-12-2024 14:48:08,0.032s,PASSED
delay(5),Chrome 131.0.0.0,,,08-12-2024 14:48:08,08-12-2024 14:48:13,5.032s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,08-12-2024 14:48:13,08-12-2024 14:48:14,0.567s,PASSED
,,,,,,,
Test Cases/TC - CK 005/TC 003 Cari nama karyawan terdaftar Username invalid,Chrome 131.0.0.0,,,08-12-2024 14:48:14,08-12-2024 14:48:47,33.293s,PASSED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,08-12-2024 14:48:14,08-12-2024 14:48:37,22.577s,PASSED
"click(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,08-12-2024 14:48:37,08-12-2024 14:48:37,0.563s,PASSED
"setText(findTestObject(""Search Employee/inputUsername""), ""xx231xx"")",Chrome 131.0.0.0,,,08-12-2024 14:48:37,08-12-2024 14:48:38,0.847s,PASSED
"click(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,08-12-2024 14:48:38,08-12-2024 14:48:39,0.617s,PASSED
"click(findTestObject(""Search Employee/buttonSearch""))",Chrome 131.0.0.0,,,08-12-2024 14:48:39,08-12-2024 14:48:40,0.759s,PASSED
"focus(findTestObject(""Search Employee/tableEmployee""))",Chrome 131.0.0.0,,,08-12-2024 14:48:40,08-12-2024 14:48:41,1.414s,PASSED
"verifyElementPresent(findTestObject(""Search Employee/toasUsernotfound""), 3)",Chrome 131.0.0.0,,,08-12-2024 14:48:41,08-12-2024 14:48:42,0.549s,PASSED
delay(5),Chrome 131.0.0.0,,,08-12-2024 14:48:42,08-12-2024 14:48:47,5.032s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,08-12-2024 14:48:47,08-12-2024 14:48:47,0.622s,PASSED
,,,,,,,
Test Cases/TC - CK 005/TC 004 Cari nama karyawan Username valid tetapi Employee id invalid,Chrome 131.0.0.0,,,08-12-2024 14:48:47,08-12-2024 14:49:23,35.958s,PASSED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,08-12-2024 14:48:48,08-12-2024 14:49:10,22.006s,PASSED
"click(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,08-12-2024 14:49:10,08-12-2024 14:49:11,1.624s,PASSED
"setText(findTestObject(""Search Employee/inputUsername""), ""rafki mustafa"")",Chrome 131.0.0.0,,,08-12-2024 14:49:11,08-12-2024 14:49:13,1.488s,PASSED
"click(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,08-12-2024 14:49:13,08-12-2024 14:49:13,0.689s,PASSED
"setText(findTestObject(""Search Employee/inputEmployeeid""), ""52353"")",Chrome 131.0.0.0,,,08-12-2024 14:49:13,08-12-2024 14:49:15,1.177s,PASSED
"click(findTestObject(""Search Employee/buttonSearch""))",Chrome 131.0.0.0,,,08-12-2024 14:49:15,08-12-2024 14:49:15,0.439s,PASSED
"focus(findTestObject(""Search Employee/tableEmployee""))",Chrome 131.0.0.0,,,08-12-2024 14:49:15,08-12-2024 14:49:16,1.070s,PASSED
"verifyElementPresent(findTestObject(""Search Employee/toasUsernotfound""), 3)",Chrome 131.0.0.0,,,08-12-2024 14:49:16,08-12-2024 14:49:17,0.373s,PASSED
"getText(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,08-12-2024 14:49:17,08-12-2024 14:49:17,0.353s,PASSED
"verifyMatch(""rafki mustafa"", ""rafki mustafa"", false)",Chrome 131.0.0.0,,,08-12-2024 14:49:17,08-12-2024 14:49:17,0.016s,PASSED
"getText(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,08-12-2024 14:49:17,08-12-2024 14:49:17,0.324s,PASSED
"verifyMatch(""52353"", ""52353"", false)",Chrome 131.0.0.0,,,08-12-2024 14:49:17,08-12-2024 14:49:17,0.023s,PASSED
delay(5),Chrome 131.0.0.0,,,08-12-2024 14:49:17,08-12-2024 14:49:22,5.028s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,08-12-2024 14:49:22,08-12-2024 14:49:23,0.998s,PASSED
,,,,,,,
Test Cases/TC - CK 005/TC 005 Cari nama karyawan Username invalid tetapi Employee id valid,Chrome 131.0.0.0,,,08-12-2024 14:49:23,08-12-2024 14:50:03,40.171s,PASSED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,08-12-2024 14:49:24,08-12-2024 14:49:51,27.867s,PASSED
"click(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,08-12-2024 14:49:51,08-12-2024 14:49:52,0.616s,PASSED
"setText(findTestObject(""Search Employee/inputUsername""), ""xx231xx"")",Chrome 131.0.0.0,,,08-12-2024 14:49:52,08-12-2024 14:49:53,1.023s,PASSED
"click(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,08-12-2024 14:49:53,08-12-2024 14:49:54,0.679s,PASSED
"setText(findTestObject(""Search Employee/inputEmployeeid""), ""060997"")",Chrome 131.0.0.0,,,08-12-2024 14:49:54,08-12-2024 14:49:55,1.171s,PASSED
"click(findTestObject(""Search Employee/buttonSearch""))",Chrome 131.0.0.0,,,08-12-2024 14:49:55,08-12-2024 14:49:55,0.465s,PASSED
"focus(findTestObject(""Search Employee/tableEmployee""))",Chrome 131.0.0.0,,,08-12-2024 14:49:55,08-12-2024 14:49:57,1.246s,PASSED
"verifyElementPresent(findTestObject(""Search Employee/toasUsernotfound""), 3)",Chrome 131.0.0.0,,,08-12-2024 14:49:57,08-12-2024 14:49:57,0.433s,PASSED
"getText(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,08-12-2024 14:49:57,08-12-2024 14:49:57,0.364s,PASSED
