Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Search Employee/inputEmployeeid""), ""970906"")",Chrome 131.0.0.0,,,09-12-2024 20:13:31,09-12-2024 20:13:33,"2,020s",PASSED
"click(findTestObject(""Search Employee/buttonSearch""))",Chrome 131.0.0.0,,,09-12-2024 20:13:33,09-12-2024 20:13:34,"1,096s",PASSED
"focus(findTestObject(""Search Employee/tableEmployee""))",Chrome 131.0.0.0,,,09-12-2024 20:13:34,09-12-2024 20:13:35,"1,034s",PASSED
"getText(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,09-12-2024 20:13:35,09-12-2024 20:13:36,"0,416s",PASSED
"verifyMatch(""970906"", ""970906"", false)",Chrome 131.0.0.0,,,09-12-2024 20:13:36,09-12-2024 20:13:36,"0,005s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 20:13:36,09-12-2024 20:13:38,"2,012s",PASSED
"click(findTestObject(""Edit Employee/buttonEditemployee""))",Chrome 131.0.0.0,,,09-12-2024 20:13:38,09-12-2024 20:14:11,"33,686s",FAILED
,,,,,,,
Test Cases/TC - EK 006/TC 006 Mengubah Foto Profil karyawan File Dokumen,Chrome 131.0.0.0,,,09-12-2024 20:14:11,09-12-2024 20:15:31,"1m - 19,025s",FAILED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 20:14:12,09-12-2024 20:14:49,"37,013s",PASSED
"click(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,09-12-2024 20:14:49,09-12-2024 20:14:50,"0,779s",PASSED
"click(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,09-12-2024 20:14:50,09-12-2024 20:14:51,"0,572s",PASSED
"setText(findTestObject(""Search Employee/inputEmployeeid""), ""970906"")",Chrome 131.0.0.0,,,09-12-2024 20:14:51,09-12-2024 20:14:51,"0,948s",PASSED
"click(findTestObject(""Search Employee/buttonSearch""))",Chrome 131.0.0.0,,,09-12-2024 20:14:51,09-12-2024 20:14:52,"0,641s",PASSED
"focus(findTestObject(""Search Employee/tableEmployee""))",Chrome 131.0.0.0,,,09-12-2024 20:14:52,09-12-2024 20:14:54,"1,907s",PASSED
"getText(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,09-12-2024 20:14:54,09-12-2024 20:14:55,"0,807s",PASSED
"verifyMatch(""970906"", ""970906"", false)",Chrome 131.0.0.0,,,09-12-2024 20:14:55,09-12-2024 20:14:55,"0,011s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 20:14:55,09-12-2024 20:14:57,"2,018s",PASSED
"click(findTestObject(""Edit Employee/buttonEditemployee""))",Chrome 131.0.0.0,,,09-12-2024 20:14:57,09-12-2024 20:15:30,"33,606s",FAILED
