Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Edit Karyawan,Chrome 131.0.0.0,,,08-12-2024 19:32:41,08-12-2024 19:37:35,4m - 54.581s,PASSED
,,,,,,,
Test Cases/TC - EK 006/TC 001 Mengubah First Name karyawan,Chrome 131.0.0.0,,,08-12-2024 19:32:42,08-12-2024 19:33:35,53.823s,PASSED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,08-12-2024 19:32:43,08-12-2024 19:33:18,35.462s,PASSED
"click(findTestObject(""Search Employee/inputUsername""))",Chrome 131.0.0.0,,,08-12-2024 19:33:18,08-12-2024 19:33:19,0.516s,PASSED
"click(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,08-12-2024 19:33:19,08-12-2024 19:33:19,0.507s,PASSED
"setText(findTestObject(""Search Employee/inputEmployeeid""), ""060997"")",Chrome 131.0.0.0,,,08-12-2024 19:33:19,08-12-2024 19:33:20,0.893s,PASSED
"click(findTestObject(""Search Employee/buttonSearch""))",Chrome 131.0.0.0,,,08-12-2024 19:33:20,08-12-2024 19:33:20,0.519s,PASSED
"focus(findTestObject(""Search Employee/tableEmployee""))",Chrome 131.0.0.0,,,08-12-2024 19:33:20,08-12-2024 19:33:22,1.321s,PASSED
"getText(findTestObject(""Search Employee/inputEmployeeid""))",Chrome 131.0.0.0,,,08-12-2024 19:33:22,08-12-2024 19:33:22,0.437s,PASSED
"verifyMatch(""060997"", ""060997"", false)",Chrome 131.0.0.0,,,08-12-2024 19:33:22,08-12-2024 19:33:22,0.046s,PASSED
delay(2),Chrome 131.0.0.0,,,08-12-2024 19:33:22,08-12-2024 19:33:24,2.073s,PASSED
"click(findTestObject(""Edit Employee/buttonEditemployee""))",Chrome 131.0.0.0,,,08-12-2024 19:33:24,08-12-2024 19:33:26,1.674s,PASSED
"click(findTestObject(""Edit Employee/inputFirstname""))",Chrome 131.0.0.0,,,08-12-2024 19:33:26,08-12-2024 19:33:28,2.364s,PASSED
"sendKeys(findTestObject(""Edit Employee/inputFirstname""), Keys.chord(CONTROL, ""a"", DELETE))",Chrome 131.0.0.0,,,08-12-2024 19:33:28,08-12-2024 19:33:29,0.552s,PASSED
"setText(findTestObject(""Edit Employee/inputFirstname""), ""kafi"")",Chrome 131.0.0.0,,,08-12-2024 19:33:29,08-12-2024 19:33:30,1.023s,PASSED
"click(findTestObject(""Edit Employee/buttonSave""))",Chrome 131.0.0.0,,,08-12-2024 19:33:30,08-12-2024 19:33:31,0.750s,PASSED
"verifyElementPresent(findTestObject(""Edit Employee/toasSuccess""), 0)",Chrome 131.0.0.0,,,08-12-2024 19:33:31,08-12-2024 19:33:32,0.935s,PASSED
delay(3),Chrome 131.0.0.0,,,08-12-2024 19:33:32,08-12-2024 19:33:35,3.028s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,08-12-2024 19:33:35,08-12-2024 19:33:35,0.700s,PASSED
,,,,,,,
Test Cases/TC - EK 006/TC 002 Mengubah Middle Name karyawan,Chrome 131.0.0.0,,,08-12-2024 19:33:36,08-12-2024 19:34:17,41.134s,PASSED
