Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Hapus Karywan,Chrome 131.0.0.0,,,09-12-2024 20:16:42,09-12-2024 20:24:29,"7m - 46,804s",FAILED
,,,,,,,
Test Cases/TC - TK 004/TC 002 Buat data karyawan,Chrome 131.0.0.0,,,09-12-2024 20:16:43,09-12-2024 20:17:53,"1m - 9,840s",PASSED
"callTestCase(findTestCase(""TC - LW 002/TC 001 Login berhasil""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 20:16:46,09-12-2024 20:17:35,"48,957s",PASSED
"click(findTestObject(""PIM/buttonMenupim""))",Chrome 131.0.0.0,,,09-12-2024 20:17:35,09-12-2024 20:17:37,"2,391s",PASSED
"verifyElementPresent(findTestObject(""Dashboard/textDashboard""), 0)",Chrome 131.0.0.0,,,09-12-2024 20:17:37,09-12-2024 20:17:40,"2,802s",PASSED
"click(findTestObject(""PIM/addButton""))",Chrome 131.0.0.0,,,09-12-2024 20:17:40,09-12-2024 20:17:41,"1,720s",PASSED
"click(findTestObject(""PIM/inputFirstname""))",Chrome 131.0.0.0,,,09-12-2024 20:17:42,09-12-2024 20:17:43,"1,898s",PASSED
"setText(findTestObject(""PIM/inputFirstname""), ""Rafki"")",Chrome 131.0.0.0,,,09-12-2024 20:17:43,09-12-2024 20:17:44,"0,890s",PASSED
"click(findTestObject(""PIM/inputMiddlename""))",Chrome 131.0.0.0,,,09-12-2024 20:17:44,09-12-2024 20:17:45,"0,603s",PASSED
"setText(findTestObject(""PIM/inputMiddlename""), ""Mustafa"")",Chrome 131.0.0.0,,,09-12-2024 20:17:45,09-12-2024 20:17:46,"0,919s",PASSED
"click(findTestObject(""PIM/inputLastname""))",Chrome 131.0.0.0,,,09-12-2024 20:17:46,09-12-2024 20:17:46,"0,636s",PASSED
"setText(findTestObject(""PIM/inputLastname""), ""Abdullah Kafi"")",Chrome 131.0.0.0,,,09-12-2024 20:17:46,09-12-2024 20:17:47,"0,929s",PASSED
"click(findTestObject(""PIM/inputEmployeeid""))",Chrome 131.0.0.0,,,09-12-2024 20:17:47,09-12-2024 20:17:48,"0,599s",PASSED
"sendKeys(findTestObject(""PIM/inputEmployeeid""), Keys.chord(CONTROL, ""a"", DELETE))",Chrome 131.0.0.0,,,09-12-2024 20:17:48,09-12-2024 20:17:49,"0,513s",PASSED
