Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Buka URL Web,Chrome 131.0.0.0,,,09-12-2024 16:56:49,09-12-2024 16:58:28,"1m - 38,243s",PASSED
,,,,,,,
Test Cases/TC - OW 001/TC 001 Link website benar,Chrome 131.0.0.0,,,09-12-2024 16:56:51,09-12-2024 16:57:41,"49,732s",PASSED
"openBrowser(""https://opensource-demo.orangehrmlive.com/web/index.php/"")",Chrome 131.0.0.0,,,09-12-2024 16:56:54,09-12-2024 16:57:37,"43,035s",PASSED
maximizeWindow(),Chrome 131.0.0.0,,,09-12-2024 16:57:37,09-12-2024 16:57:38,"0,520s",PASSED
"verifyElementPresent(findTestObject(""Login/textLogin""), 0)",Chrome 131.0.0.0,,,09-12-2024 16:57:38,09-12-2024 16:57:41,"3,366s",PASSED
,,,,,,,
Test Cases/TC - OW 001/TC 002 Link website salah,Chrome 131.0.0.0,,,09-12-2024 16:57:41,09-12-2024 16:58:28,"46,454s",PASSED
"openBrowser(""www.google.com"")",Chrome 131.0.0.0,,,09-12-2024 16:57:43,09-12-2024 16:58:21,"37,934s",PASSED
maximizeWindow(),Chrome 131.0.0.0,,,09-12-2024 16:58:21,09-12-2024 16:58:22,"0,730s",PASSED
"verifyMatch(""https://opensource-demo.orangehrmlive.com/web/index.php"", ""https://opensource-demo.orangehrmlive.com/web/index.php"", false)",Chrome 131.0.0.0,,,09-12-2024 16:58:22,09-12-2024 16:58:22,"0,250s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 16:58:22,09-12-2024 16:58:24,"2,232s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,09-12-2024 16:58:24,09-12-2024 16:58:28,"3,400s",PASSED
