Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Tambah Data Karyawan,Chrome 131.0.0.0,,,09-12-2024 19:48:27,09-12-2024 20:04:05,"15m - 37,245s",FAILED
,,,,,,,
Test Cases/TC - TK 004/TC 001 Membuka fitur PIM,Chrome 131.0.0.0,,,09-12-2024 19:48:28,09-12-2024 19:49:40,"1m - 11,358s",PASSED
"callTestCase(findTestCase(""TC - LW 002/TC 001 Login berhasil""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 19:48:30,09-12-2024 19:49:28,"57,656s",PASSED
"click(findTestObject(""PIM/buttonMenupim""))",Chrome 131.0.0.0,,,09-12-2024 19:49:28,09-12-2024 19:49:36,"8,502s",PASSED
"verifyElementPresent(findTestObject(""Dashboard/textDashboard""), 0)",Chrome 131.0.0.0,,,09-12-2024 19:49:36,09-12-2024 19:49:40,"3,664s",PASSED
,,,,,,,
Test Cases/TC - TK 004/TC 002 Buat data karyawan,Chrome 131.0.0.0,,,09-12-2024 19:49:40,09-12-2024 19:51:27,"1m - 46,939s",PASSED
"callTestCase(findTestCase(""TC - LW 002/TC 001 Login berhasil""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 19:49:41,09-12-2024 19:50:42,"1m - 1,615s",PASSED
"click(findTestObject(""PIM/buttonMenupim""))",Chrome 131.0.0.0,,,09-12-2024 19:50:42,09-12-2024 19:50:45,"2,719s",PASSED
"verifyElementPresent(findTestObject(""Dashboard/textDashboard""), 0)",Chrome 131.0.0.0,,,09-12-2024 19:50:45,09-12-2024 19:50:50,"4,913s",PASSED
"click(findTestObject(""PIM/addButton""))",Chrome 131.0.0.0,,,09-12-2024 19:50:50,09-12-2024 19:50:52,"2,448s",PASSED
"click(findTestObject(""PIM/inputFirstname""))",Chrome 131.0.0.0,,,09-12-2024 19:50:52,09-12-2024 19:50:58,"5,235s",PASSED
"setText(findTestObject(""PIM/inputFirstname""), ""Rafki"")",Chrome 131.0.0.0,,,09-12-2024 19:50:58,09-12-2024 19:50:59,"1,752s",PASSED
"click(findTestObject(""PIM/inputMiddlename""))",Chrome 131.0.0.0,,,09-12-2024 19:50:59,09-12-2024 19:51:03,"3,416s",PASSED
"setText(findTestObject(""PIM/inputMiddlename""), ""Mustafa"")",Chrome 131.0.0.0,,,09-12-2024 19:51:03,09-12-2024 19:51:07,"3,877s",PASSED
"click(findTestObject(""PIM/inputLastname""))",Chrome 131.0.0.0,,,09-12-2024 19:51:07,09-12-2024 19:51:09,"2,365s",PASSED
"setText(findTestObject(""PIM/inputLastname""), ""Abdullah Kafi"")",Chrome 131.0.0.0,,,09-12-2024 19:51:09,09-12-2024 19:51:12,"2,548s",PASSED
"click(findTestObject(""PIM/inputEmployeeid""))",Chrome 131.0.0.0,,,09-12-2024 19:51:12,09-12-2024 19:51:13,"1,517s",PASSED
"sendKeys(findTestObject(""PIM/inputEmployeeid""), Keys.chord(CONTROL, ""a"", DELETE))",Chrome 131.0.0.0,,,09-12-2024 19:51:13,09-12-2024 19:51:14,"0,774s",PASSED
"setText(findTestObject(""PIM/inputEmployeeid""), ""65456453"")",Chrome 131.0.0.0,,,09-12-2024 19:51:14,09-12-2024 19:51:16,"2,127s",PASSED
"click(findTestObject(""PIM/buttonSave""))",Chrome 131.0.0.0,,,09-12-2024 19:51:16,09-12-2024 19:51:19,"2,871s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 19:51:19,09-12-2024 19:51:21,"2,076s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,09-12-2024 19:51:21,09-12-2024 19:51:27,"5,696s",PASSED
,,,,,,,
Test Cases/TC - TK 004/TC 003 First Name karyawan kosong,Chrome 131.0.0.0,,,09-12-2024 19:51:27,09-12-2024 19:53:06,"1m - 38,742s",PASSED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 19:51:27,09-12-2024 19:52:18,"51,366s",PASSED
"click(findTestObject(""Object Repository/PIM/addButton""))",Chrome 131.0.0.0,,,09-12-2024 19:52:18,09-12-2024 19:52:21,"2,471s",PASSED
"click(findTestObject(""Object Repository/PIM/inputFirstname""))",Chrome 131.0.0.0,,,09-12-2024 19:52:21,09-12-2024 19:52:25,"4,147s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputFirstname""), """")",Chrome 131.0.0.0,,,09-12-2024 19:52:25,09-12-2024 19:52:28,"3,137s",PASSED
"click(findTestObject(""Object Repository/PIM/inputMiddlename""))",Chrome 131.0.0.0,,,09-12-2024 19:52:28,09-12-2024 19:52:29,"0,792s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputMiddlename""), ""Mustafa"")",Chrome 131.0.0.0,,,09-12-2024 19:52:29,09-12-2024 19:52:30,"1,399s",PASSED
"click(findTestObject(""Object Repository/PIM/inputLastname""))",Chrome 131.0.0.0,,,09-12-2024 19:52:30,09-12-2024 19:52:37,"6,375s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputLastname""), ""Abdullah Kafi"")",Chrome 131.0.0.0,,,09-12-2024 19:52:37,09-12-2024 19:52:45,"8,350s",PASSED
"click(findTestObject(""Object Repository/PIM/buttonSave""))",Chrome 131.0.0.0,,,09-12-2024 19:52:45,09-12-2024 19:52:50,"4,669s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/PIM/alertFirstnamerequired""), 0)",Chrome 131.0.0.0,,,09-12-2024 19:52:50,09-12-2024 19:52:52,"2,478s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 19:52:52,09-12-2024 19:52:54,"2,115s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,09-12-2024 19:52:54,09-12-2024 19:53:06,"11,274s",PASSED
,,,,,,,
Test Cases/TC - TK 004/TC 005 Middle Name karyawan kosong,Chrome 131.0.0.0,,,09-12-2024 19:53:06,09-12-2024 19:54:48,"1m - 41,991s",FAILED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 19:53:06,09-12-2024 19:53:56,"50,103s",PASSED
"click(findTestObject(""Object Repository/PIM/addButton""))",Chrome 131.0.0.0,,,09-12-2024 19:53:56,09-12-2024 19:53:59,"2,270s",PASSED
"click(findTestObject(""Object Repository/PIM/inputFirstname""))",Chrome 131.0.0.0,,,09-12-2024 19:53:59,09-12-2024 19:54:02,"2,998s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputFirstname""), ""Rafki"")",Chrome 131.0.0.0,,,09-12-2024 19:54:02,09-12-2024 19:54:03,"1,193s",PASSED
"click(findTestObject(""Object Repository/PIM/inputMiddlename""))",Chrome 131.0.0.0,,,09-12-2024 19:54:03,09-12-2024 19:54:04,"1,076s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputMiddlename""), """")",Chrome 131.0.0.0,,,09-12-2024 19:54:04,09-12-2024 19:54:05,"1,483s",PASSED
"click(findTestObject(""Object Repository/PIM/inputLastname""))",Chrome 131.0.0.0,,,09-12-2024 19:54:05,09-12-2024 19:54:06,"0,600s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputLastname""), ""Abdullah Kafi"")",Chrome 131.0.0.0,,,09-12-2024 19:54:06,09-12-2024 19:54:07,"1,275s",PASSED
"click(findTestObject(""PIM/inputEmployeeid""))",Chrome 131.0.0.0,,,09-12-2024 19:54:07,09-12-2024 19:54:09,"1,852s",PASSED
"sendKeys(findTestObject(""PIM/inputEmployeeid""), Keys.chord(CONTROL, ""a"", DELETE))",Chrome 131.0.0.0,,,09-12-2024 19:54:09,09-12-2024 19:54:11,"1,783s",PASSED
"setText(findTestObject(""PIM/inputEmployeeid""), ""6234237"")",Chrome 131.0.0.0,,,09-12-2024 19:54:11,09-12-2024 19:54:13,"2,084s",PASSED
"click(findTestObject(""Object Repository/PIM/buttonSave""))",Chrome 131.0.0.0,,,09-12-2024 19:54:13,09-12-2024 19:54:16,"2,861s",PASSED
"verifyElementPresent(findTestObject(""PIM/notificationSuccess""), 0)",Chrome 131.0.0.0,,,09-12-2024 19:54:16,09-12-2024 19:54:48,"31,629s",FAILED
,,,,,,,
Test Cases/TC - TK 004/TC 006 Last Name karyawan kosong,Chrome 131.0.0.0,,,09-12-2024 19:54:48,09-12-2024 19:55:42,"54,302s",PASSED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 19:54:48,09-12-2024 19:55:20,"32,392s",PASSED
"click(findTestObject(""Object Repository/PIM/addButton""))",Chrome 131.0.0.0,,,09-12-2024 19:55:20,09-12-2024 19:55:22,"1,764s",PASSED
"click(findTestObject(""Object Repository/PIM/inputFirstname""))",Chrome 131.0.0.0,,,09-12-2024 19:55:22,09-12-2024 19:55:25,"2,690s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputFirstname""), ""Rafki"")",Chrome 131.0.0.0,,,09-12-2024 19:55:25,09-12-2024 19:55:25,"0,865s",PASSED
"click(findTestObject(""Object Repository/PIM/inputMiddlename""))",Chrome 131.0.0.0,,,09-12-2024 19:55:25,09-12-2024 19:55:26,"0,454s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputMiddlename""), ""Mustafa"")",Chrome 131.0.0.0,,,09-12-2024 19:55:26,09-12-2024 19:55:27,"1,421s",PASSED
"click(findTestObject(""Object Repository/PIM/inputLastname""))",Chrome 131.0.0.0,,,09-12-2024 19:55:27,09-12-2024 19:55:29,"1,373s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputLastname""), """")",Chrome 131.0.0.0,,,09-12-2024 19:55:29,09-12-2024 19:55:33,"4,336s",PASSED
"click(findTestObject(""Object Repository/PIM/buttonSave""))",Chrome 131.0.0.0,,,09-12-2024 19:55:33,09-12-2024 19:55:35,"2,245s",PASSED
"verifyElementPresent(findTestObject(""PIM/alertLastnamerequired""), 0)",Chrome 131.0.0.0,,,09-12-2024 19:55:35,09-12-2024 19:55:37,"1,738s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 19:55:37,09-12-2024 19:55:39,"2,271s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,09-12-2024 19:55:39,09-12-2024 19:55:42,"2,556s",PASSED
,,,,,,,
Test Cases/TC - TK 004/TC 007 Employee ID karyawan duplikat,Chrome 131.0.0.0,,,09-12-2024 19:55:42,09-12-2024 19:57:35,"1m - 52,590s",PASSED
"callTestCase(findTestCase(""TC - TK 004/TC 001 Membuka fitur PIM""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 19:55:43,09-12-2024 19:57:07,"1m - 24,373s",PASSED
"click(findTestObject(""Object Repository/PIM/addButton""))",Chrome 131.0.0.0,,,09-12-2024 19:57:07,09-12-2024 19:57:10,"2,790s",PASSED
"click(findTestObject(""Object Repository/PIM/inputFirstname""))",Chrome 131.0.0.0,,,09-12-2024 19:57:10,09-12-2024 19:57:12,"2,200s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputFirstname""), ""Rafki"")",Chrome 131.0.0.0,,,09-12-2024 19:57:12,09-12-2024 19:57:13,"1,132s",PASSED
"click(findTestObject(""Object Repository/PIM/inputMiddlename""))",Chrome 131.0.0.0,,,09-12-2024 19:57:13,09-12-2024 19:57:15,"1,286s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputMiddlename""), ""Mustafa"")",Chrome 131.0.0.0,,,09-12-2024 19:57:15,09-12-2024 19:57:16,"1,497s",PASSED
"click(findTestObject(""Object Repository/PIM/inputLastname""))",Chrome 131.0.0.0,,,09-12-2024 19:57:16,09-12-2024 19:57:17,"0,881s",PASSED
"setText(findTestObject(""Object Repository/PIM/inputLastname""), ""Abdullah Kafi"")",Chrome 131.0.0.0,,,09-12-2024 19:57:17,09-12-2024 19:57:18,"1,161s",PASSED
"click(findTestObject(""PIM/inputEmployeeid""))",Chrome 131.0.0.0,,,09-12-2024 19:57:18,09-12-2024 19:57:19,"0,712s",PASSED
"sendKeys(findTestObject(""PIM/inputEmployeeid""), Keys.chord(CONTROL, ""a"", DELETE))",Chrome 131.0.0.0,,,09-12-2024 19:57:19,09-12-2024 19:57:19,"0,563s",PASSED
"setText(findTestObject(""PIM/inputEmployeeid""), ""65456453"")",Chrome 131.0.0.0,,,09-12-2024 19:57:19,09-12-2024 19:57:23,"3,739s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 19:57:23,09-12-2024 19:57:26,"2,878s",PASSED
"verifyElementPresent(findTestObject(""PIM/alertEmployeeidrequired""), 0)",Chrome 131.0.0.0,,,09-12-2024 19:57:26,09-12-2024 19:57:26,"0,316s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 19:57:26,09-12-2024 19:57:28,"2,040s",PASSED
